dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 16
project_dim: 8
pq: 1
L: 4
chunks: 2
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: fsq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-fsq_transplant_ImageNet_model_8_2_4_loss_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_8_2_4
loss_pre: loss_1.0_0.4
training_pre: fsq_refinement
saver_name_pre: fsq_refinement_ImageNet_model_8_2_4_loss_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 1.3524, rec_loss 0.0284, lpips_loss 0.2275, g_loss 0.2033, disc_weight 0.4000, disc_adaptive_weight 4.8135, d_loss 2.4849, logits_real -0.1200, logits_fake -0.1994,
Train Epoch: [2/5] Iters:[260/20018] gen_loss 0.2783, rec_loss 0.0352, lpips_loss 0.2154, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 5.1204, d_loss 0.4004, logits_real -0.0054, logits_fake -0.0051,
Train Epoch: [2/5] Iters:[270/20018] gen_loss 0.2790, rec_loss 0.0355, lpips_loss 0.2164, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 5.0897, d_loss 0.4005, logits_real -0.0053, logits_fake -0.0050,
Train Epoch: [2/5] Iters:[280/20018] gen_loss 0.2795, rec_loss 0.0358, lpips_loss 0.2166, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 5.0510, d_loss 0.4005, logits_real -0.0055, logits_fake -0.0051,
Train Epoch: [2/5] Iters:[290/20018] gen_loss 0.2766, rec_loss 0.0352, lpips_loss 0.2157, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 4.8112, d_loss 0.4005, logits_real -0.0057, logits_fake -0.0051,
Train Epoch: [2/5] Iters:[300/20018] gen_loss 0.2751, rec_loss 0.0348, lpips_loss 0.2152, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.6827, d_loss 0.4005, logits_real -0.0058, logits_fake -0.0051,
Train Epoch: [2/5] Iters:[310/20018] gen_loss 0.2755, rec_loss 0.0346, lpips_loss 0.2153, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.7745, d_loss 0.4005, logits_real -0.0057, logits_fake -0.0051,
Train Epoch: [2/5] Iters:[320/20018] gen_loss 0.2746, rec_loss 0.0351, lpips_loss 0.2151, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 4.6780, d_loss 0.4005, logits_real -0.0057, logits_fake -0.0051,
Train Epoch: [2/5] Iters:[330/20018] gen_loss 0.2724, rec_loss 0.0350, lpips_loss 0.2142, g_loss 0.0050, disc_weight 0.4000, disc_adaptive_weight 4.6812, d_loss 0.4005, logits_real -0.0051, logits_fake -0.0047,
Train Epoch: [2/5] Iters:[340/20018] gen_loss 0.2735, rec_loss 0.0348, lpips_loss 0.2148, g_loss 0.0050, disc_weight 0.4000, disc_adaptive_weight 4.7744, d_loss 0.4004, logits_real -0.0050, logits_fake -0.0047,
Train Epoch: [2/5] Iters:[350/20018] gen_loss 0.2699, rec_loss 0.0346, lpips_loss 0.2137, g_loss 0.0049, disc_weight 0.4000, disc_adaptive_weight 4.4204, d_loss 0.4004, logits_real -0.0050, logits_fake -0.0047,
Train Epoch: [2/5] Iters:[360/20018] gen_loss 0.2673, rec_loss 0.0341, lpips_loss 0.2129, g_loss 0.0048, disc_weight 0.4000, disc_adaptive_weight 4.1918, d_loss 0.4004, logits_real -0.0048, logits_fake -0.0045,
Train Epoch: [2/5] Iters:[370/20018] gen_loss 0.2677, rec_loss 0.0339, lpips_loss 0.2136, g_loss 0.0046, disc_weight 0.4000, disc_adaptive_weight 4.3272, d_loss 0.4004, logits_real -0.0045, logits_fake -0.0042,
Train Epoch: [2/5] Iters:[380/20018] gen_loss 0.2687, rec_loss 0.0337, lpips_loss 0.2146, g_loss 0.0046, disc_weight 0.4000, disc_adaptive_weight 4.4142, d_loss 0.4005, logits_real -0.0047, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[390/20018] gen_loss 0.2677, rec_loss 0.0339, lpips_loss 0.2141, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.3980, d_loss 0.4005, logits_real -0.0047, logits_fake -0.0042,
Train Epoch: [2/5] Iters:[400/20018] gen_loss 0.2692, rec_loss 0.0337, lpips_loss 0.2145, g_loss 0.0048, disc_weight 0.4000, disc_adaptive_weight 4.3957, d_loss 0.4004, logits_real -0.0047, logits_fake -0.0045,
Train Epoch: [2/5] Iters:[410/20018] gen_loss 0.2717, rec_loss 0.0339, lpips_loss 0.2154, g_loss 0.0049, disc_weight 0.4000, disc_adaptive_weight 4.5611, d_loss 0.4004, logits_real -0.0050, logits_fake -0.0047,
Train Epoch: [2/5] Iters:[420/20018] gen_loss 0.2687, rec_loss 0.0334, lpips_loss 0.2135, g_loss 0.0048, disc_weight 0.4000, disc_adaptive_weight 4.5692, d_loss 0.4005, logits_real -0.0051, logits_fake -0.0046,
Train Epoch: [2/5] Iters:[430/20018] gen_loss 0.2681, rec_loss 0.0336, lpips_loss 0.2129, g_loss 0.0047, disc_weight 0.4000, disc_adaptive_weight 4.6427, d_loss 0.4005, logits_real -0.0049, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[440/20018] gen_loss 0.2680, rec_loss 0.0334, lpips_loss 0.2130, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.7749, d_loss 0.4005, logits_real -0.0047, logits_fake -0.0041,
Train Epoch: [2/5] Iters:[450/20018] gen_loss 0.2688, rec_loss 0.0344, lpips_loss 0.2139, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.9582, d_loss 0.4005, logits_real -0.0043, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[460/20018] gen_loss 0.2677, rec_loss 0.0342, lpips_loss 0.2138, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.8823, d_loss 0.4004, logits_real -0.0041, logits_fake -0.0037,
Train Epoch: [2/5] Iters:[470/20018] gen_loss 0.2708, rec_loss 0.0352, lpips_loss 0.2151, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.7759, d_loss 0.4004, logits_real -0.0042, logits_fake -0.0040,
Train Epoch: [2/5] Iters:[480/20018] gen_loss 0.2699, rec_loss 0.0351, lpips_loss 0.2146, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.6702, d_loss 0.4004, logits_real -0.0044, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[490/20018] gen_loss 0.2695, rec_loss 0.0357, lpips_loss 0.2151, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.5660, d_loss 0.4004, logits_real -0.0044, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[500/20018] gen_loss 0.2680, rec_loss 0.0351, lpips_loss 0.2143, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.5342, d_loss 0.4005, logits_real -0.0045, logits_fake -0.0041,
Train Epoch: [2/5] Iters:[510/20018] gen_loss 0.2672, rec_loss 0.0348, lpips_loss 0.2147, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.5593, d_loss 0.4005, logits_real -0.0042, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[520/20018] gen_loss 0.2650, rec_loss 0.0341, lpips_loss 0.2144, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.7726, d_loss 0.4005, logits_real -0.0040, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[530/20018] gen_loss 0.2654, rec_loss 0.0344, lpips_loss 0.2149, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.8652, d_loss 0.4005, logits_real -0.0037, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[540/20018] gen_loss 0.2654, rec_loss 0.0339, lpips_loss 0.2156, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.8590, d_loss 0.4005, logits_real -0.0035, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[550/20018] gen_loss 0.2637, rec_loss 0.0342, lpips_loss 0.2153, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.9195, d_loss 0.4005, logits_real -0.0033, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[560/20018] gen_loss 0.2626, rec_loss 0.0344, lpips_loss 0.2143, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.9686, d_loss 0.4004, logits_real -0.0032, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[570/20018] gen_loss 0.2611, rec_loss 0.0337, lpips_loss 0.2138, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.8703, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[580/20018] gen_loss 0.2616, rec_loss 0.0345, lpips_loss 0.2148, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.8902, d_loss 0.4004, logits_real -0.0030, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[590/20018] gen_loss 0.2606, rec_loss 0.0348, lpips_loss 0.2134, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.8368, d_loss 0.4005, logits_real -0.0031, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[600/20018] gen_loss 0.2607, rec_loss 0.0343, lpips_loss 0.2138, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.8244, d_loss 0.4004, logits_real -0.0032, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[610/20018] gen_loss 0.2635, rec_loss 0.0352, lpips_loss 0.2160, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.9761, d_loss 0.4005, logits_real -0.0031, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[620/20018] gen_loss 0.2615, rec_loss 0.0354, lpips_loss 0.2152, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.9247, d_loss 0.4005, logits_real -0.0032, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[630/20018] gen_loss 0.2602, rec_loss 0.0344, lpips_loss 0.2143, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 5.0342, d_loss 0.4005, logits_real -0.0032, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[640/20018] gen_loss 0.2606, rec_loss 0.0346, lpips_loss 0.2156, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 5.1859, d_loss 0.4005, logits_real -0.0031, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[650/20018] gen_loss 0.2598, rec_loss 0.0346, lpips_loss 0.2155, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.9778, d_loss 0.4005, logits_real -0.0028, logits_fake -0.0023,
Train Epoch: [2/5] Iters:[660/20018] gen_loss 0.2565, rec_loss 0.0339, lpips_loss 0.2139, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.8914, d_loss 0.4006, logits_real -0.0030, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[670/20018] gen_loss 0.2581, rec_loss 0.0342, lpips_loss 0.2150, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 5.0548, d_loss 0.4005, logits_real -0.0026, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[680/20018] gen_loss 0.2560, rec_loss 0.0340, lpips_loss 0.2147, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 4.7662, d_loss 0.4004, logits_real -0.0021, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[690/20018] gen_loss 0.2548, rec_loss 0.0331, lpips_loss 0.2139, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.6017, d_loss 0.4004, logits_real -0.0021, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[700/20018] gen_loss 0.2553, rec_loss 0.0334, lpips_loss 0.2149, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.7090, d_loss 0.4005, logits_real -0.0021, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[710/20018] gen_loss 0.2547, rec_loss 0.0335, lpips_loss 0.2141, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 4.7401, d_loss 0.4004, logits_real -0.0019, logits_fake -0.0018,
Train Epoch: [2/5] Iters:[720/20018] gen_loss 0.2545, rec_loss 0.0333, lpips_loss 0.2134, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.4694, d_loss 0.4004, logits_real -0.0021, logits_fake -0.0021,
Train Epoch: [2/5] Iters:[730/20018] gen_loss 0.2566, rec_loss 0.0336, lpips_loss 0.2128, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.5708, d_loss 0.4004, logits_real -0.0024, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[740/20018] gen_loss 0.2582, rec_loss 0.0338, lpips_loss 0.2133, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.6613, d_loss 0.4004, logits_real -0.0025, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[750/20018] gen_loss 0.2600, rec_loss 0.0338, lpips_loss 0.2127, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.7085, d_loss 0.4003, logits_real -0.0027, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[760/20018] gen_loss 0.2629, rec_loss 0.0344, lpips_loss 0.2140, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.4574, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[770/20018] gen_loss 0.2678, rec_loss 0.0347, lpips_loss 0.2150, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.5704, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0039,
Train Epoch: [2/5] Iters:[780/20018] gen_loss 0.2696, rec_loss 0.0348, lpips_loss 0.2160, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.5142, d_loss 0.4004, logits_real -0.0041, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[790/20018] gen_loss 0.2710, rec_loss 0.0351, lpips_loss 0.2167, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.3813, d_loss 0.4004, logits_real -0.0044, logits_fake -0.0044,
Train Epoch: [2/5] Iters:[800/20018] gen_loss 0.2711, rec_loss 0.0350, lpips_loss 0.2165, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.3160, d_loss 0.4004, logits_real -0.0045, logits_fake -0.0045,
Train Epoch: [2/5] Iters:[810/20018] gen_loss 0.2710, rec_loss 0.0348, lpips_loss 0.2160, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.4017, d_loss 0.4004, logits_real -0.0045, logits_fake -0.0045,
Train Epoch: [2/5] Iters:[820/20018] gen_loss 0.2675, rec_loss 0.0347, lpips_loss 0.2156, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.2227, d_loss 0.4004, logits_real -0.0044, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[830/20018] gen_loss 0.2658, rec_loss 0.0347, lpips_loss 0.2149, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.1846, d_loss 0.4004, logits_real -0.0040, logits_fake -0.0037,
Train Epoch: [2/5] Iters:[840/20018] gen_loss 0.2636, rec_loss 0.0343, lpips_loss 0.2134, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.1916, d_loss 0.4004, logits_real -0.0037, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[850/20018] gen_loss 0.2634, rec_loss 0.0343, lpips_loss 0.2130, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.2678, d_loss 0.4005, logits_real -0.0037, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[860/20018] gen_loss 0.2626, rec_loss 0.0338, lpips_loss 0.2125, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.5236, d_loss 0.4005, logits_real -0.0037, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[870/20018] gen_loss 0.2633, rec_loss 0.0339, lpips_loss 0.2130, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.8106, d_loss 0.4004, logits_real -0.0035, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[880/20018] gen_loss 0.2647, rec_loss 0.0337, lpips_loss 0.2139, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 5.0382, d_loss 0.4004, logits_real -0.0035, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[890/20018] gen_loss 0.2659, rec_loss 0.0345, lpips_loss 0.2146, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 5.1289, d_loss 0.4004, logits_real -0.0037, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[900/20018] gen_loss 0.2657, rec_loss 0.0348, lpips_loss 0.2155, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 5.1127, d_loss 0.4004, logits_real -0.0036, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[910/20018] gen_loss 0.2651, rec_loss 0.0351, lpips_loss 0.2155, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.9676, d_loss 0.4004, logits_real -0.0035, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[920/20018] gen_loss 0.2642, rec_loss 0.0352, lpips_loss 0.2149, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.7710, d_loss 0.4004, logits_real -0.0034, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[930/20018] gen_loss 0.2629, rec_loss 0.0351, lpips_loss 0.2146, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.5240, d_loss 0.4004, logits_real -0.0034, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[940/20018] gen_loss 0.2630, rec_loss 0.0348, lpips_loss 0.2149, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.4241, d_loss 0.4003, logits_real -0.0034, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[950/20018] gen_loss 0.2646, rec_loss 0.0343, lpips_loss 0.2147, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.4815, d_loss 0.4004, logits_real -0.0040, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[960/20018] gen_loss 0.2654, rec_loss 0.0344, lpips_loss 0.2154, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.4032, d_loss 0.4004, logits_real -0.0040, logits_fake -0.0037,
Train Epoch: [2/5] Iters:[970/20018] gen_loss 0.2666, rec_loss 0.0342, lpips_loss 0.2153, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.4994, d_loss 0.4004, logits_real -0.0043, logits_fake -0.0041,
Train Epoch: [2/5] Iters:[980/20018] gen_loss 0.2689, rec_loss 0.0347, lpips_loss 0.2156, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.6008, d_loss 0.4004, logits_real -0.0044, logits_fake -0.0044,
Train Epoch: [2/5] Iters:[990/20018] gen_loss 0.2698, rec_loss 0.0347, lpips_loss 0.2156, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.7092, d_loss 0.4004, logits_real -0.0045, logits_fake -0.0044,
Train Epoch: [2/5] Iters:[1000/20018] gen_loss 0.2685, rec_loss 0.0346, lpips_loss 0.2155, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.4745, d_loss 0.4003, logits_real -0.0043, logits_fake -0.0044,
Train Epoch: [2/5] Iters:[1010/20018] gen_loss 0.2704, rec_loss 0.0346, lpips_loss 0.2155, g_loss 0.0044, disc_weight 0.4000, disc_adaptive_weight 4.5550, d_loss 0.4004, logits_real -0.0046, logits_fake -0.0046,
Train Epoch: [2/5] Iters:[1020/20018] gen_loss 0.2712, rec_loss 0.0351, lpips_loss 0.2159, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.5089, d_loss 0.4004, logits_real -0.0045, logits_fake -0.0045,
Train Epoch: [2/5] Iters:[1030/20018] gen_loss 0.2730, rec_loss 0.0352, lpips_loss 0.2158, g_loss 0.0049, disc_weight 0.4000, disc_adaptive_weight 4.5352, d_loss 0.4004, logits_real -0.0049, logits_fake -0.0050,
Train Epoch: [2/5] Iters:[1040/20018] gen_loss 0.2723, rec_loss 0.0343, lpips_loss 0.2143, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 4.5183, d_loss 0.4003, logits_real -0.0051, logits_fake -0.0053,
Train Epoch: [2/5] Iters:[1050/20018] gen_loss 0.2765, rec_loss 0.0350, lpips_loss 0.2148, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.7571, d_loss 0.4004, logits_real -0.0054, logits_fake -0.0055,
Train Epoch: [2/5] Iters:[1060/20018] gen_loss 0.2771, rec_loss 0.0347, lpips_loss 0.2145, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.6724, d_loss 0.4004, logits_real -0.0059, logits_fake -0.0061,
Train Epoch: [2/5] Iters:[1070/20018] gen_loss 0.2777, rec_loss 0.0341, lpips_loss 0.2142, g_loss 0.0062, disc_weight 0.4000, disc_adaptive_weight 4.7522, d_loss 0.4004, logits_real -0.0063, logits_fake -0.0064,
Train Epoch: [2/5] Iters:[1080/20018] gen_loss 0.2763, rec_loss 0.0333, lpips_loss 0.2140, g_loss 0.0061, disc_weight 0.4000, disc_adaptive_weight 4.7034, d_loss 0.4005, logits_real -0.0066, logits_fake -0.0062,
Train Epoch: [2/5] Iters:[1090/20018] gen_loss 0.2791, rec_loss 0.0341, lpips_loss 0.2152, g_loss 0.0062, disc_weight 0.4000, disc_adaptive_weight 4.7471, d_loss 0.4005, logits_real -0.0070, logits_fake -0.0063,
Train Epoch: [2/5] Iters:[1100/20018] gen_loss 0.2768, rec_loss 0.0337, lpips_loss 0.2141, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.5909, d_loss 0.4005, logits_real -0.0071, logits_fake -0.0063,
Train Epoch: [2/5] Iters:[1110/20018] gen_loss 0.2778, rec_loss 0.0339, lpips_loss 0.2147, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.6071, d_loss 0.4006, logits_real -0.0071, logits_fake -0.0062,
Train Epoch: [2/5] Iters:[1120/20018] gen_loss 0.2803, rec_loss 0.0343, lpips_loss 0.2154, g_loss 0.0065, disc_weight 0.4000, disc_adaptive_weight 4.7179, d_loss 0.4005, logits_real -0.0072, logits_fake -0.0064,
Train Epoch: [2/5] Iters:[1130/20018] gen_loss 0.2819, rec_loss 0.0346, lpips_loss 0.2153, g_loss 0.0065, disc_weight 0.4000, disc_adaptive_weight 4.8753, d_loss 0.4005, logits_real -0.0071, logits_fake -0.0065,
Train Epoch: [2/5] Iters:[1140/20018] gen_loss 0.2803, rec_loss 0.0342, lpips_loss 0.2150, g_loss 0.0064, disc_weight 0.4000, disc_adaptive_weight 4.8913, d_loss 0.4005, logits_real -0.0071, logits_fake -0.0064,
Train Epoch: [2/5] Iters:[1150/20018] gen_loss 0.2799, rec_loss 0.0343, lpips_loss 0.2162, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.9633, d_loss 0.4005, logits_real -0.0068, logits_fake -0.0062,
Train Epoch: [2/5] Iters:[1160/20018] gen_loss 0.2777, rec_loss 0.0343, lpips_loss 0.2157, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 5.1308, d_loss 0.4005, logits_real -0.0063, logits_fake -0.0057,
Train Epoch: [2/5] Iters:[1170/20018] gen_loss 0.2726, rec_loss 0.0339, lpips_loss 0.2147, g_loss 0.0048, disc_weight 0.4000, disc_adaptive_weight 4.9710, d_loss 0.4005, logits_real -0.0056, logits_fake -0.0049,
Train Epoch: [2/5] Iters:[1180/20018] gen_loss 0.2683, rec_loss 0.0333, lpips_loss 0.2135, g_loss 0.0044, disc_weight 0.4000, disc_adaptive_weight 4.8512, d_loss 0.4005, logits_real -0.0051, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[1190/20018] gen_loss 0.2654, rec_loss 0.0332, lpips_loss 0.2133, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.7079, d_loss 0.4005, logits_real -0.0043, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[1200/20018] gen_loss 0.2626, rec_loss 0.0327, lpips_loss 0.2117, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.5929, d_loss 0.4005, logits_real -0.0040, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[1210/20018] gen_loss 0.2621, rec_loss 0.0325, lpips_loss 0.2113, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.4554, d_loss 0.4004, logits_real -0.0039, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[1220/20018] gen_loss 0.2637, rec_loss 0.0328, lpips_loss 0.2126, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.6211, d_loss 0.4004, logits_real -0.0039, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[1230/20018] gen_loss 0.2631, rec_loss 0.0330, lpips_loss 0.2130, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.6414, d_loss 0.4004, logits_real -0.0039, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[1240/20018] gen_loss 0.2643, rec_loss 0.0335, lpips_loss 0.2141, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.7335, d_loss 0.4005, logits_real -0.0040, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[1250/20018] gen_loss 0.2650, rec_loss 0.0341, lpips_loss 0.2156, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.9253, d_loss 0.4005, logits_real -0.0039, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[1260/20018] gen_loss 0.2637, rec_loss 0.0339, lpips_loss 0.2162, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.9456, d_loss 0.4005, logits_real -0.0036, logits_fake -0.0028,
