dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 256
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
chunks: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: mmd_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-mmd_vq_transplant_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_256_8_4_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: mmd_vq_refinement_False
saver_name_pre: mmd_vq_refinement_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1838, rec_loss 0.0210, lpips_loss 0.1773, g_loss -0.0068, disc_weight 0.4000, disc_adaptive_weight 3.7221, d_loss 2.3982, logits_real 0.0509, logits_fake 0.0029,
Train Epoch: [1/5] Iters:[7890/20018] gen_loss 0.2133, rec_loss 0.0261, lpips_loss 0.1771, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.5538, d_loss 0.4011, logits_real -0.0028, logits_fake -0.0021,
Train Epoch: [1/5] Iters:[7900/20018] gen_loss 0.2126, rec_loss 0.0260, lpips_loss 0.1778, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 4.3535, d_loss 0.4012, logits_real -0.0027, logits_fake -0.0016,
Train Epoch: [1/5] Iters:[7910/20018] gen_loss 0.2112, rec_loss 0.0256, lpips_loss 0.1770, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 4.4166, d_loss 0.4012, logits_real -0.0028, logits_fake -0.0016,
Train Epoch: [1/5] Iters:[7920/20018] gen_loss 0.2106, rec_loss 0.0257, lpips_loss 0.1766, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 4.2785, d_loss 0.4012, logits_real -0.0028, logits_fake -0.0015,
Train Epoch: [1/5] Iters:[7930/20018] gen_loss 0.2086, rec_loss 0.0255, lpips_loss 0.1764, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 4.2893, d_loss 0.4012, logits_real -0.0026, logits_fake -0.0015,
Train Epoch: [1/5] Iters:[7940/20018] gen_loss 0.2093, rec_loss 0.0258, lpips_loss 0.1769, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.4204, d_loss 0.4012, logits_real -0.0025, logits_fake -0.0013,
Train Epoch: [1/5] Iters:[7950/20018] gen_loss 0.2108, rec_loss 0.0258, lpips_loss 0.1773, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.2788, d_loss 0.4011, logits_real -0.0026, logits_fake -0.0019,
Train Epoch: [1/5] Iters:[7960/20018] gen_loss 0.2122, rec_loss 0.0257, lpips_loss 0.1771, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.2240, d_loss 0.4011, logits_real -0.0030, logits_fake -0.0023,
Train Epoch: [1/5] Iters:[7970/20018] gen_loss 0.2149, rec_loss 0.0257, lpips_loss 0.1776, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.2191, d_loss 0.4011, logits_real -0.0032, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[7980/20018] gen_loss 0.2173, rec_loss 0.0257, lpips_loss 0.1781, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.2724, d_loss 0.4011, logits_real -0.0037, logits_fake -0.0030,
Train Epoch: [1/5] Iters:[7990/20018] gen_loss 0.2166, rec_loss 0.0251, lpips_loss 0.1767, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.1178, d_loss 0.4011, logits_real -0.0041, logits_fake -0.0034,
Train Epoch: [1/5] Iters:[8000/20018] gen_loss 0.2154, rec_loss 0.0249, lpips_loss 0.1748, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.4063, d_loss 0.4011, logits_real -0.0042, logits_fake -0.0034,
Train Epoch: [1/5] Iters:[8010/20018] gen_loss 0.2146, rec_loss 0.0249, lpips_loss 0.1748, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.5983, d_loss 0.4011, logits_real -0.0039, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8020/20018] gen_loss 0.2162, rec_loss 0.0252, lpips_loss 0.1756, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.8051, d_loss 0.4011, logits_real -0.0039, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8030/20018] gen_loss 0.2151, rec_loss 0.0251, lpips_loss 0.1742, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.7477, d_loss 0.4011, logits_real -0.0039, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8040/20018] gen_loss 0.2151, rec_loss 0.0252, lpips_loss 0.1743, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.6704, d_loss 0.4011, logits_real -0.0041, logits_fake -0.0033,
Train Epoch: [1/5] Iters:[8050/20018] gen_loss 0.2160, rec_loss 0.0250, lpips_loss 0.1750, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.5230, d_loss 0.4011, logits_real -0.0043, logits_fake -0.0036,
Train Epoch: [1/5] Iters:[8060/20018] gen_loss 0.2172, rec_loss 0.0251, lpips_loss 0.1741, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.3890, d_loss 0.4011, logits_real -0.0047, logits_fake -0.0041,
Train Epoch: [1/5] Iters:[8070/20018] gen_loss 0.2161, rec_loss 0.0250, lpips_loss 0.1735, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.3063, d_loss 0.4011, logits_real -0.0047, logits_fake -0.0042,
Train Epoch: [1/5] Iters:[8080/20018] gen_loss 0.2171, rec_loss 0.0253, lpips_loss 0.1744, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.4332, d_loss 0.4011, logits_real -0.0045, logits_fake -0.0040,
Train Epoch: [1/5] Iters:[8090/20018] gen_loss 0.2164, rec_loss 0.0252, lpips_loss 0.1746, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.5656, d_loss 0.4011, logits_real -0.0043, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[8100/20018] gen_loss 0.2156, rec_loss 0.0251, lpips_loss 0.1744, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.6380, d_loss 0.4011, logits_real -0.0042, logits_fake -0.0035,
Train Epoch: [1/5] Iters:[8110/20018] gen_loss 0.2147, rec_loss 0.0252, lpips_loss 0.1751, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.6883, d_loss 0.4011, logits_real -0.0040, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8120/20018] gen_loss 0.2139, rec_loss 0.0252, lpips_loss 0.1750, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.6957, d_loss 0.4011, logits_real -0.0039, logits_fake -0.0030,
Train Epoch: [1/5] Iters:[8130/20018] gen_loss 0.2124, rec_loss 0.0248, lpips_loss 0.1745, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.6831, d_loss 0.4012, logits_real -0.0041, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8140/20018] gen_loss 0.2143, rec_loss 0.0252, lpips_loss 0.1753, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.7110, d_loss 0.4012, logits_real -0.0042, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8150/20018] gen_loss 0.2156, rec_loss 0.0258, lpips_loss 0.1766, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.7452, d_loss 0.4012, logits_real -0.0040, logits_fake -0.0030,
Train Epoch: [1/5] Iters:[8160/20018] gen_loss 0.2168, rec_loss 0.0258, lpips_loss 0.1776, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.6552, d_loss 0.4011, logits_real -0.0039, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8170/20018] gen_loss 0.2172, rec_loss 0.0255, lpips_loss 0.1772, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.5679, d_loss 0.4011, logits_real -0.0040, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8180/20018] gen_loss 0.2185, rec_loss 0.0256, lpips_loss 0.1773, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.4691, d_loss 0.4011, logits_real -0.0040, logits_fake -0.0035,
Train Epoch: [1/5] Iters:[8190/20018] gen_loss 0.2196, rec_loss 0.0255, lpips_loss 0.1773, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.5363, d_loss 0.4010, logits_real -0.0041, logits_fake -0.0037,
Train Epoch: [1/5] Iters:[8200/20018] gen_loss 0.2208, rec_loss 0.0259, lpips_loss 0.1773, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.5114, d_loss 0.4010, logits_real -0.0044, logits_fake -0.0040,
Train Epoch: [1/5] Iters:[8210/20018] gen_loss 0.2203, rec_loss 0.0257, lpips_loss 0.1762, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.4078, d_loss 0.4010, logits_real -0.0047, logits_fake -0.0044,
Train Epoch: [1/5] Iters:[8220/20018] gen_loss 0.2203, rec_loss 0.0259, lpips_loss 0.1762, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.3151, d_loss 0.4010, logits_real -0.0048, logits_fake -0.0044,
Train Epoch: [1/5] Iters:[8230/20018] gen_loss 0.2215, rec_loss 0.0264, lpips_loss 0.1769, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.3699, d_loss 0.4010, logits_real -0.0048, logits_fake -0.0044,
Train Epoch: [1/5] Iters:[8240/20018] gen_loss 0.2219, rec_loss 0.0263, lpips_loss 0.1766, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.5939, d_loss 0.4010, logits_real -0.0048, logits_fake -0.0043,
Train Epoch: [1/5] Iters:[8250/20018] gen_loss 0.2204, rec_loss 0.0255, lpips_loss 0.1757, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.4875, d_loss 0.4011, logits_real -0.0050, logits_fake -0.0043,
Train Epoch: [1/5] Iters:[8260/20018] gen_loss 0.2218, rec_loss 0.0262, lpips_loss 0.1773, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.6385, d_loss 0.4011, logits_real -0.0048, logits_fake -0.0039,
Train Epoch: [1/5] Iters:[8270/20018] gen_loss 0.2206, rec_loss 0.0259, lpips_loss 0.1772, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.7085, d_loss 0.4011, logits_real -0.0045, logits_fake -0.0036,
Train Epoch: [1/5] Iters:[8280/20018] gen_loss 0.2172, rec_loss 0.0254, lpips_loss 0.1761, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.9092, d_loss 0.4011, logits_real -0.0043, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8290/20018] gen_loss 0.2134, rec_loss 0.0252, lpips_loss 0.1759, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.6954, d_loss 0.4012, logits_real -0.0039, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8300/20018] gen_loss 0.2107, rec_loss 0.0252, lpips_loss 0.1753, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.6175, d_loss 0.4011, logits_real -0.0034, logits_fake -0.0022,
Train Epoch: [1/5] Iters:[8310/20018] gen_loss 0.2094, rec_loss 0.0249, lpips_loss 0.1748, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 4.6005, d_loss 0.4011, logits_real -0.0032, logits_fake -0.0022,
Train Epoch: [1/5] Iters:[8320/20018] gen_loss 0.2106, rec_loss 0.0249, lpips_loss 0.1749, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.8170, d_loss 0.4011, logits_real -0.0033, logits_fake -0.0023,
Train Epoch: [1/5] Iters:[8330/20018] gen_loss 0.2132, rec_loss 0.0256, lpips_loss 0.1760, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.7779, d_loss 0.4011, logits_real -0.0032, logits_fake -0.0022,
Train Epoch: [1/5] Iters:[8340/20018] gen_loss 0.2150, rec_loss 0.0259, lpips_loss 0.1752, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.8369, d_loss 0.4011, logits_real -0.0034, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8350/20018] gen_loss 0.2189, rec_loss 0.0264, lpips_loss 0.1762, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 5.1006, d_loss 0.4011, logits_real -0.0037, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8360/20018] gen_loss 0.2195, rec_loss 0.0264, lpips_loss 0.1759, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 5.0092, d_loss 0.4011, logits_real -0.0041, logits_fake -0.0030,
Train Epoch: [1/5] Iters:[8370/20018] gen_loss 0.2204, rec_loss 0.0267, lpips_loss 0.1764, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.8787, d_loss 0.4012, logits_real -0.0041, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8380/20018] gen_loss 0.2189, rec_loss 0.0261, lpips_loss 0.1759, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.5595, d_loss 0.4012, logits_real -0.0043, logits_fake -0.0034,
Train Epoch: [1/5] Iters:[8390/20018] gen_loss 0.2188, rec_loss 0.0256, lpips_loss 0.1768, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.3863, d_loss 0.4011, logits_real -0.0043, logits_fake -0.0034,
Train Epoch: [1/5] Iters:[8400/20018] gen_loss 0.2177, rec_loss 0.0254, lpips_loss 0.1765, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.3278, d_loss 0.4012, logits_real -0.0043, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8410/20018] gen_loss 0.2164, rec_loss 0.0256, lpips_loss 0.1757, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.2329, d_loss 0.4011, logits_real -0.0042, logits_fake -0.0033,
Train Epoch: [1/5] Iters:[8420/20018] gen_loss 0.2144, rec_loss 0.0248, lpips_loss 0.1745, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.0840, d_loss 0.4011, logits_real -0.0044, logits_fake -0.0035,
Train Epoch: [1/5] Iters:[8430/20018] gen_loss 0.2158, rec_loss 0.0252, lpips_loss 0.1746, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.2626, d_loss 0.4011, logits_real -0.0045, logits_fake -0.0034,
Train Epoch: [1/5] Iters:[8440/20018] gen_loss 0.2155, rec_loss 0.0252, lpips_loss 0.1747, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.1622, d_loss 0.4011, logits_real -0.0045, logits_fake -0.0035,
Train Epoch: [1/5] Iters:[8450/20018] gen_loss 0.2166, rec_loss 0.0255, lpips_loss 0.1762, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.2337, d_loss 0.4011, logits_real -0.0044, logits_fake -0.0035,
Train Epoch: [1/5] Iters:[8460/20018] gen_loss 0.2174, rec_loss 0.0253, lpips_loss 0.1769, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.5278, d_loss 0.4011, logits_real -0.0042, logits_fake -0.0033,
Train Epoch: [1/5] Iters:[8470/20018] gen_loss 0.2206, rec_loss 0.0259, lpips_loss 0.1785, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.8586, d_loss 0.4011, logits_real -0.0040, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8480/20018] gen_loss 0.2191, rec_loss 0.0254, lpips_loss 0.1773, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.0319, d_loss 0.4010, logits_real -0.0038, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8490/20018] gen_loss 0.2186, rec_loss 0.0258, lpips_loss 0.1769, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 5.2113, d_loss 0.4010, logits_real -0.0037, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8500/20018] gen_loss 0.2161, rec_loss 0.0253, lpips_loss 0.1750, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.9623, d_loss 0.4010, logits_real -0.0038, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8510/20018] gen_loss 0.2152, rec_loss 0.0254, lpips_loss 0.1746, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.7852, d_loss 0.4010, logits_real -0.0037, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8520/20018] gen_loss 0.2150, rec_loss 0.0258, lpips_loss 0.1751, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.6796, d_loss 0.4010, logits_real -0.0035, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8530/20018] gen_loss 0.2160, rec_loss 0.0263, lpips_loss 0.1754, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.3793, d_loss 0.4010, logits_real -0.0039, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8540/20018] gen_loss 0.2167, rec_loss 0.0260, lpips_loss 0.1750, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.3175, d_loss 0.4011, logits_real -0.0043, logits_fake -0.0035,
Train Epoch: [1/5] Iters:[8550/20018] gen_loss 0.2180, rec_loss 0.0257, lpips_loss 0.1756, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.3022, d_loss 0.4010, logits_real -0.0045, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[8560/20018] gen_loss 0.2190, rec_loss 0.0257, lpips_loss 0.1757, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.1936, d_loss 0.4011, logits_real -0.0050, logits_fake -0.0041,
Train Epoch: [1/5] Iters:[8570/20018] gen_loss 0.2160, rec_loss 0.0249, lpips_loss 0.1743, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 3.9548, d_loss 0.4010, logits_real -0.0050, logits_fake -0.0041,
Train Epoch: [1/5] Iters:[8580/20018] gen_loss 0.2152, rec_loss 0.0242, lpips_loss 0.1743, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.0467, d_loss 0.4010, logits_real -0.0047, logits_fake -0.0040,
Train Epoch: [1/5] Iters:[8590/20018] gen_loss 0.2151, rec_loss 0.0243, lpips_loss 0.1747, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.0145, d_loss 0.4010, logits_real -0.0045, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[8600/20018] gen_loss 0.2142, rec_loss 0.0243, lpips_loss 0.1738, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.1050, d_loss 0.4010, logits_real -0.0045, logits_fake -0.0037,
Train Epoch: [1/5] Iters:[8610/20018] gen_loss 0.2148, rec_loss 0.0242, lpips_loss 0.1741, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.1173, d_loss 0.4010, logits_real -0.0045, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[8620/20018] gen_loss 0.2159, rec_loss 0.0245, lpips_loss 0.1738, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.1758, d_loss 0.4010, logits_real -0.0048, logits_fake -0.0041,
Train Epoch: [1/5] Iters:[8630/20018] gen_loss 0.2168, rec_loss 0.0251, lpips_loss 0.1740, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.1671, d_loss 0.4010, logits_real -0.0049, logits_fake -0.0042,
Train Epoch: [1/5] Iters:[8640/20018] gen_loss 0.2180, rec_loss 0.0252, lpips_loss 0.1739, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.4454, d_loss 0.4010, logits_real -0.0048, logits_fake -0.0041,
Train Epoch: [1/5] Iters:[8650/20018] gen_loss 0.2202, rec_loss 0.0262, lpips_loss 0.1756, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.7176, d_loss 0.4010, logits_real -0.0045, logits_fake -0.0038,
Train Epoch: [1/5] Iters:[8660/20018] gen_loss 0.2195, rec_loss 0.0265, lpips_loss 0.1756, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.9768, d_loss 0.4010, logits_real -0.0040, logits_fake -0.0033,
Train Epoch: [1/5] Iters:[8670/20018] gen_loss 0.2195, rec_loss 0.0265, lpips_loss 0.1766, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.1076, d_loss 0.4010, logits_real -0.0037, logits_fake -0.0030,
Train Epoch: [1/5] Iters:[8680/20018] gen_loss 0.2187, rec_loss 0.0260, lpips_loss 0.1764, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 5.4010, d_loss 0.4010, logits_real -0.0035, logits_fake -0.0027,
Train Epoch: [1/5] Iters:[8690/20018] gen_loss 0.2165, rec_loss 0.0258, lpips_loss 0.1768, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 5.1790, d_loss 0.4010, logits_real -0.0033, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8700/20018] gen_loss 0.2142, rec_loss 0.0256, lpips_loss 0.1760, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.8642, d_loss 0.4010, logits_real -0.0034, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8710/20018] gen_loss 0.2144, rec_loss 0.0259, lpips_loss 0.1763, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.8575, d_loss 0.4011, logits_real -0.0035, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8720/20018] gen_loss 0.2123, rec_loss 0.0256, lpips_loss 0.1754, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.8289, d_loss 0.4011, logits_real -0.0033, logits_fake -0.0024,
Train Epoch: [1/5] Iters:[8730/20018] gen_loss 0.2125, rec_loss 0.0256, lpips_loss 0.1761, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.6059, d_loss 0.4011, logits_real -0.0033, logits_fake -0.0025,
Train Epoch: [1/5] Iters:[8740/20018] gen_loss 0.2145, rec_loss 0.0260, lpips_loss 0.1768, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.7143, d_loss 0.4010, logits_real -0.0033, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8750/20018] gen_loss 0.2156, rec_loss 0.0260, lpips_loss 0.1770, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.8246, d_loss 0.4010, logits_real -0.0034, logits_fake -0.0026,
Train Epoch: [1/5] Iters:[8760/20018] gen_loss 0.2148, rec_loss 0.0257, lpips_loss 0.1770, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.5160, d_loss 0.4010, logits_real -0.0036, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8770/20018] gen_loss 0.2160, rec_loss 0.0261, lpips_loss 0.1767, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.5197, d_loss 0.4011, logits_real -0.0038, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8780/20018] gen_loss 0.2162, rec_loss 0.0262, lpips_loss 0.1767, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.4992, d_loss 0.4010, logits_real -0.0037, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8790/20018] gen_loss 0.2157, rec_loss 0.0261, lpips_loss 0.1762, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.5277, d_loss 0.4010, logits_real -0.0037, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8800/20018] gen_loss 0.2150, rec_loss 0.0253, lpips_loss 0.1759, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.3287, d_loss 0.4009, logits_real -0.0036, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8810/20018] gen_loss 0.2161, rec_loss 0.0253, lpips_loss 0.1757, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.4857, d_loss 0.4010, logits_real -0.0038, logits_fake -0.0031,
Train Epoch: [1/5] Iters:[8820/20018] gen_loss 0.2145, rec_loss 0.0251, lpips_loss 0.1757, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.4967, d_loss 0.4009, logits_real -0.0037, logits_fake -0.0032,
Train Epoch: [1/5] Iters:[8830/20018] gen_loss 0.2130, rec_loss 0.0250, lpips_loss 0.1759, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.4202, d_loss 0.4010, logits_real -0.0033, logits_fake -0.0029,
Train Epoch: [1/5] Iters:[8840/20018] gen_loss 0.2110, rec_loss 0.0250, lpips_loss 0.1756, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.4014, d_loss 0.4010, logits_real -0.0031, logits_fake -0.0024,
Train Epoch: [1/5] Iters:[8850/20018] gen_loss 0.2102, rec_loss 0.0250, lpips_loss 0.1756, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 4.5986, d_loss 0.4011, logits_real -0.0030, logits_fake -0.0019,
Train Epoch: [1/5] Iters:[8860/20018] gen_loss 0.2088, rec_loss 0.0251, lpips_loss 0.1755, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.6287, d_loss 0.4010, logits_real -0.0025, logits_fake -0.0015,
Train Epoch: [1/5] Iters:[8870/20018] gen_loss 0.2093, rec_loss 0.0250, lpips_loss 0.1759, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.5482, d_loss 0.4011, logits_real -0.0025, logits_fake -0.0015,
Train Epoch: [1/5] Iters:[8880/20018] gen_loss 0.2107, rec_loss 0.0253, lpips_loss 0.1759, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.4925, d_loss 0.4011, logits_real -0.0027, logits_fake -0.0016,
